Lat,Lon,Country,Capacity (MW),Wind turbine number,,Name,Stage
16.4430253,-94.9436863,Mexico,234,117,,Bii Hioxio,Operativo
18.8000231,-97.3853074,Mexico,221,84,,PIER IV,Operativo
25.6411091,-101.5304811,Mexico,199.5,95,,Coahuila,Operativo
24.5282082,-99.2172245,Mexico,198,NA,,San Carlos,En construccion
25.8052258,-98.2593566,Mexico,183,61,,El Cortijo,Operativo
25.7319639,-98.6848513,Mexico,168,42,,Fenicias,Operativo
16.493611,-94.946667,Mexico,164,82,,Bii Stinu,Operativo
29.632334,-101.722467,Mexico,162,NA,,Amistad IV,En construccion
32.558845,-116.054182,Mexico,155,47,,Energia Sierra Juarez,Operativo
21.3579059,-88.4772502,Mexico,153,NA,,Panaba 1A,Planificado
21.2296658,-89.2480969,Mexico,151.2,NA,,Sinanche I-II,Planificado
23.3177807,-98.9780222,Mexico,148.5,45,,Tres Mesas I-II,Operativo
25.6914096,-98.2327222,Mexico,138.6,NA,,Santa Cruz,En construccion
23.733242,-98.870315,Mexico,135.3,30,,La Mesa (3 fases),Operativo
22.7249597,-102.6525056,Mexico,130,65,,La Bufa,Operativo
21.8751695,-101.8515102,Mexico,129,43,,Palo Alto,Operativo
16.4996455,-94.8360638,Mexico,127.5,69,,Piedra Larga II,Operativo
23.7159161,-98.909483,Mexico,118,33,,Vicente Guerrero,Operativo
25.7600278,-98.5520137,Mexico,117,27,,Delaro,En construccion
29.608371,-101.702756,Mexico,108,NA,,Amistad III,En construccion
32.56525,-116.063667,Mexico,108,26,,Sierra Juarez II (2 fases),En construccion
21.5928414,-101.2834565,Mexico,105,50,,Santiago,Operativo
29.732852,-101.64761,Mexico,103,NA,,Amistad II,Operativo
16.5792836,-94.8130254,Mexico,103,120,,La Venta III,Operativo
25.89958,-98.4616766,Mexico,103,30,,Salitrillos,Operativo
16.5455474,-94.9548795,Mexico,102,105,,Parques Ecologicos de Mexico,Operativo
16.5674149,-94.7278792,Mexico,102,51,,Oaxaca I,Operativo
16.6140563,-95.0065539,Mexico,102,34,,Sureste I,Operativo
16.535894,-94.961236,Mexico,101.9,105,,La Ventosa (3 fases),Operativo
25.638195,-97.505215,Mexico,101.75,NA,,Los Molinos,Planificado
23.401257,-98.97688,Mexico,100.8,24,,Tres Mesas IV,Operativo
23.8793105,-101.5187661,Mexico,100,50,,Vientos del Altiplano,Operativo
23.3435684,-101.3433586,Mexico,100,50,,Dominica II,Operativo
23.3351693,-101.3349657,Mexico,100,50,,Dominica I,Operativo
29.801829,-101.38,Mexico,100,,,Amistad I,Operativo
21.3579059,-88.4772502,Mexico,99,NA,,Panaba 1B,Planificado
25.620806,-101.551889,Mexico,96,20,,Los Canones,En construccion
16.5090271,-94.8325877,Mexico,90,45,,Piedra Larga,Operativo
20.8107426,-89.5014583,Mexico,90,36,,Peninsula,Operativo
20.8107426,-89.5014583,Mexico,84,36,,Tizimin,Operativo
16.577321,-94.8244803,Mexico,83.3,98,,La Venta II,Operativo
22.0412381,-101.4438843,Mexico,76,NA,,Mesa de Morenos Cerritos,En construccion
16.5110915,-94.9581312,Mexico,74,37,,Bii Nee Stipa II (El Retiro),Operativo
32.5714273,-116.0662866,Mexico,72,NA,,La Rumorosa II,En construccion
16.529444,-94.985,Mexico,70,NA,,Bii Nee Stipa III (Zopiloapan),Operativo
16.511881,-94.9483807,Mexico,70,37,,Dos Arbolitos (Bii Nee Stipa IV),Operativo
21.3602701,-88.9050019,Mexico,70,28,,Dzilam,Operativo
21.218672,-88.673705,Mexico,68,NA,,Kabil I,Planificado
16.581667,-94.948806,Mexico,67.5,27,,La Mata-La Ventosa,Operativo
18.8557837,-97.390321,Mexico,66,33,,Parque Industrial de Energia Renovable (PIER) II,Operativo
21.715167,-101.755964,Mexico,64,21,,Chinampas,En construccion
21.2601208,-100.6454861,Mexico,63,NA,,Eolica de Guanajuato,En construccion
24.0781875,-110.6026331,Mexico,56,20,,Coromuel,Operativo
25.9218718,-98.3357628,Mexico,54,30,,El Porvenir,Operativo
21.8096855,-101.6800193,Mexico,54,28,,Los Altos,Operativo
25.5136011,-102.0313922,Mexico,50.4,NA,,Parras,En construccion
16.5588733,-94.044382,Mexico,50,33,,Ingenio,Operativo
16.5958861,-95.016191,Mexico,50,20,,Fuerza Eolica del Istmo,Operativo
23.390195,-98.992126,Mexico,50,15,,Tres Mesas III,Operativo
23.802921,-98.832665,Mexico,49.5,15,,Ciudad Victoria,Operativo
31.295417,-115.425167,Mexico,30.4,8,,San Matias,Operativo
20.346361,-100.348528,Mexico,30,15,,San Pedro,Operativo
16.586444,-94.997389,Mexico,30,12,,Fuerza Eolica del Istmo II,Operativo
16.182556,-93.937333,Mexico,28.8,16,,Arriaga,Operativo
16.510639,-94.968889,Mexico,26.3,31,,Bii Nee Stipa I (Stipa Nayaa),Operativo
25.684583,-100.523556,Mexico,22,8,,Santa Catarina,Operativo
16.161308,-93.944016,Mexico,21,10,,San Jacinto,Operativo
16.446396,-95.113756,Mexico,15,5,,Granja Sedena,Operativo
32.496944,-116.089528,Mexico,2,5,,La Rumorosa I,Operativo
16.580528,-94.818806,Mexico,1.1,5,,La Venta I,Operativo
27.976306,-114.067306,Mexico,0.6,1,,Guerrero Negro,Operativo
16.545528,-94.953389,Mexico,0.3,1,,Centro Regional de Tecnologia Eolica,Operativo
11.4051349,-85.8045944,Nicaragua,102.3,22,,Alba-Rivas,Operativo
11.325031,-85.7094538,Nicaragua,63,30,,Amayo I-II,Operativo
11.3670705,-85.7517461,Nicaragua,44,22,,Eolo,Operativo
11.3864608,-85.7902634,Nicaragua,39.6,22,,La Fe-San Martin,Operativo
8.4663683,-80.3821001,Panama,215,86,,Laudato Si,Operativo
8.6288901,-80.3472387,Panama,66,20,,Toabre,En construccion
8.4025296,-80.3940867,Panama,55,22,,Penonome,Operativo
-22.02826474,-60.60980179,Paraguay,0.4,2,,Primer Parque Solar Eolico,Operativo
-15.041775,-75.049364,Peru,132.3,42,,Central Eolica Wayra I (Parque Nazca),Operativo
-15.067413,-75.047974,Peru,108,NA,,Central Eolica Wayra Extension,En construccion
-15.395154,-75.083365,Peru,97.15,33,,Parque Eolico Tres Hermanas,Operativo
-7.563628,-79.477407,Peru,80,45,,Central Eolica Cupisnique,Operativo
-15.411784,-75.068363,Peru,32,12,,Central Eolica Parque Eolico Marcona,Operativo
-4.570925,-81.199957,Peru,30,17,,Central Eolica Talara,Operativo
-6.453916,-78.985035,Peru,18.4,7,,Central Eolica Duna,En construccion
-6.452215,-78.972341,Peru,18.4,7,,Central Eolica Huambos,En construccion
-8.439972,-78.87,Peru,0.25,1,,Mal Abrigo,Operativo
17.978167,-66.382556,Puerto Rico,75.9,33,,Santa Isabela (parte 1),Operativo
18.189639,-65.698944,Puerto Rico,26,13,,Punta Lima,En construccion
17.978167,-66.382556,Puerto Rico,25.3,11,,Santa Isabela (parte 29,Operativo
18.459,-66.138889,Puerto Rico,0.5,2,,Bacardi,Operativo
18.415917,-66.128861,Puerto Rico,0.275,1,,Fort Buchanan - Bayamon Municipio,Operativo
18.231583,-65.610389,Puerto Rico,0.275,1,,Fort Buchanan - Ceiba Municipio,Operativo
18.407,-66.116028,Puerto Rico,0.275,1,,Fort Buchanan - Guaynabo Municipio,Operativo
19.7614355,-70.9746073,Dominican Republic,115,NA,,Puerto Plata Imbert,Operativo
17.9007286,-71.2481073,Dominican Republic,97.8,29,,Larimar I-II,Operativo
17.8751719,-71.291064,Dominican Republic,85,45,,Los Cocos I-II-III-IV,Operativo
19.868183,-70.815854,Dominican Republic,50,NA,,Los Guzmancitos II,Planificado
19.6937702,-71.222699,Dominican Republic,50,25,,Agua Clara,Operativo
19.8767606,-70.8345248,Dominican Republic,50,25,,El Guanillo,Operativo
19.8767606,-70.8345248,Dominican Republic,48,16,,Los Guzmancitos,Operativo
18.2641951,-70.4931233,Dominican Republic,34,17,,Matafongo,Operativo
-34.7458,-56.5731,Uruguay,02/17/2021,9,,Parque Eolico Magdalena,Operativo
-32.2467,-56.215,Uruguay,141.6,59,,Pampa,Operativo
-31.15897224,-57.54458379,Uruguay,70,35,,Parque Eolico Palomas,Operativo
-33.8289,-56.5739,Uruguay,70,35,,Colonia Arias,Operativo
-33.2672,-55.1021,Uruguay,70,35,,Valentines,Operativo
-30.409,-56.6401,Uruguay,67.2,28,,Juan Pablo Terra,Operativo
-34.3499,-57.5554,Uruguay,65.1,31,,Parque Eolico Artilleros,Operativo
-32.6004,-56.4196,Uruguay,58.75,25,,Peralta Ii Gcee (tmb llamado Agua Leguas),Operativo
-32.5826,-56.3946,Uruguay,58.75,25,,Peralta I Gcee (tmb llamado Agua Leguas),Operativo
-32.28292252,-53.9222061,Uruguay,54.1,22,,Parque Eolico Cerro Grande,Operativo
-34.395,-54.6951,Uruguay,51,17,,Parque Eolico Carape I,Operativo
-33.6348,-56.7214,Uruguay,50,25,,Talas Del Maciel I,Operativo
-33.605,-56.7117,Uruguay,50,25,,Talas Del Maciel II,Operativo
-32.5701,-56.444,Uruguay,50,25,,Cuchilla Del Peralta I,Operativo
-32.491861,-56.355139,Uruguay,50,25,,Palmatir,Operativo
-34.5154,-54.9075,Uruguay,50,25,,Parque Eolico Maldonado (tmb llamado R del Sur),Operativo
-34.4397,-54.8887,Uruguay,50,25,,Parque Eolico Maldonado II,Operativo
-34.0959,-56.1026,Uruguay,50,21,,Parque Eolico Florida I,Operativo
-32.5828,-54.2302,Uruguay,50,20,,Melowind,Operativo
-33.8855,-56.4428,Uruguay,50,17,,Luz De Rio,Operativo
-34.1172,-56.0892,Uruguay,49.5,15,,Parque Eolico Florida II,Operativo
-33.8948,-56.9202,Uruguay,49.2,16,,Parque Eolico Nuevo Pastorale I,Operativo
-34.6698,-56.8018,Uruguay,49.2,16,,Parque Eolico Kiyu,Operativo
-34.4647,-55.3065,Uruguay,42,14,,Minas I,Operativo
-34.4028,-54.6783,Uruguay,40,14,,Parque Eolico Carape II,Operativo
-33.8663,-56.3405,Uruguay,20,7,,Luz De Loma,Operativo
-34.2862,-54.04,Uruguay,18,19,,Nuevo Manantial Central 2,Operativo
-33.8763,-56.3505,Uruguay,18,6,,Luz De Mar,Operativo
-34.2862,-54.0603,Uruguay,14,12,,Parque Eolico Loma Alta - Central 1 (tmb Nuevo Manantial),Operativo
-34.3783,-56.5944,Uruguay,10,5,,Parque Eolico Villa Rodriguez,Operativo
-34.6403,-55.5541,Uruguay,10,5,,Parque Eolico Solas De Mataojo,Operativo
-34.6481,-54.9661,Uruguay,10,5,,Caracoles 2 Del Parque Eolico Ing. Emanuele Cambilargiu,Operativo
-34.6269,-54.9575,Uruguay,10,5,,Caracoles 1 Del Parque Eolico Ing. Emanuele Cambilargiu,Operativo
-33.6516,-53.5755,Uruguay,10,5,,Parque Eolico 18 De Julio,Operativo
-34.2931,-56.5275,Uruguay,9.75,5,,Parque Eolico Maria Luz,Operativo
-34.2265,-57.3366,Uruguay,9,5,,Parque Eolico Rosario,Operativo
-34.2805,-57.3341,Uruguay,9,5,,Parque Eolico Ventus I,Operativo
-34.63703258,-54.61685325,Uruguay,5.5,8,,Agroland,Operativo
-30.93836591,-55.55867177,Uruguay,3.3,1,,Parque Eolico Urufor,Operativo
-34.686889,-56.297111,Uruguay,2.2,1,,Frigorifico Las Piedras,Operativo
-34.6323,-56.5932,Uruguay,2,1,,Marystay,Operativo
-34.71746769,-56.21948442,Uruguay,2,1,,Parque Eolico Corfrisa,Operativo
-31.69716664,-55.93775559,Uruguay,1.8,1,,Parque Eolico Marfrig,Operativo
-34.42496957,-55.18361648,Uruguay,0.15,1,,Planta Piloto,Operativo
-34.6346,-56.5865,Uruguay,NA,4,,Parque Eolico Libertad,Operativo
-34.2042,-55.748,Uruguay,NA,2,,Engraw,Operativo
-33.0857,-55.1711,Uruguay,NA,2,,Parque Eolico Julieta,Operativo
-34.6512,-56.5844,Uruguay,NA,1,,Santa Fe,Operativo
11.808768,-70.234382,Venezuela,90.2,76,,Parque Eolico Paraguana (tmb llamado Los Taques),Operativo
11.222001,-71.890069,Venezuela,25.2,12,,Parque Eolico La Guajira,Operativo
